source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
5961659767928229888,262.79900983214486,-39.850620387991235,,,,,20.52383,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928231168,262.79586626202234,-39.85071975069586,,,,,20.497717,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928233088,262.80017572771334,-39.84817630927657,,,,,20.666195,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928234624,262.79417831860286,-39.849031966172255,,,,,20.421967,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928236544,262.78633182349813,-39.84872813936954,,,,,20.583103,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928237056,262.797480442414,-39.84528197323427,,,,,20.520153,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928915072,262.7892722511205,-39.84529992893221,,,,,19.990297,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767929008640,262.79511050103275,-39.84510896408052,,,,,20.748878,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948027008,262.79543763816287,-39.854038735270365,,,,,20.149248,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948027904,262.79280581032174,-39.850772242699925,,,,,20.195503,2.025053,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948028288,262.79720091535376,-39.8520751316656,,,,,20.068653,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948047104,262.79062181587256,-39.84859349524282,,,,,20.442719,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948047232,262.7902686762011,-39.848834091188536,,,,,20.266113,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948048512,262.78717815713,-39.84726843109749,1.7394090691124087,-6.068578484610764,1.8881731549623546,0.9777205,19.424065,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948075776,262.7932620463176,-39.84174178122273,0.5559722304480088,-3.2097714218242044,-4.6355332880797375,0.98309106,19.304499,1.8186398,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948075904,262.79380669180966,-39.840392099877185,,,,,20.358553,-1.1599464,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961661245397001472,262.8075717642435,-39.832749148450745,,,,,20.567364,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961661279756734336,262.81202862008416,-39.834608030079295,,,,,20.629642,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961661309808117376,262.8407876212339,-39.82879872303802,,,,,20.621166,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961660966212187136,262.82532085875357,-39.851749474033454,-0.7946846727232337,-2.7418704971743812,-4.2454432262302815,1.0180366,19.276117,2.1909237,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961661000532494720,262.83087441247966,-39.8453649322347,0.03210333629619063,-2.8274913781971556,2.4669954699717938,1.0126556,15.134084,2.2636633,214.84285,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6066.2974,3.0911,-0.0121,2553.139,3.7468,2.7986,1.5312
