source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
5961801467497629440,263.6130221622143,-39.055330299453516,,,,,20.736576,1.7697258,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800780288986880,263.60695442848476,-39.09791004345792,,,,,20.82887,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800986447428224,263.6028939732707,-39.09257334002277,,,,,20.121464,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961801364418395520,263.6100656000117,-39.076082780997,,,,,19.999557,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961801398721408000,263.61403049620634,-39.06310316642728,,,,,20.682781,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961801398721409792,263.60762405733186,-39.06572561114216,,,,,20.38552,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961801398764337408,263.6171508779221,-39.071234894793506,,,,,18.934706,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961801398764337536,263.6172891346435,-39.07063087151056,,,,,19.74893,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800780288987008,263.60686212372326,-39.0981204454194,,,,,20.437658,2.2399025,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800780288993536,263.6032551299209,-39.095113231260804,,,,,19.850372,2.443493,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800711528113920,263.6166427183109,-39.10207249221747,0.32873884216807475,-2.4159913721138544,-5.713132244694968,0.994158,19.738367,2.1637363,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961800775951017728,263.6141445259126,-39.10240149341145,0.17985594700138308,-2.7146733947818156,-2.617103326269125,1.1623243,17.620039,2.749014,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4501.5127,4.2994,-1.036,603.8116,3.8874,2.6952,1.4941
5961800775951027072,263.60304881342984,-39.10036717264371,0.0035177887883478705,-5.2663112656178335,-3.798107017455309,0.9920318,15.460417,3.37325,37.1119,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5947.353,2.4224,-0.1579,3310.8804,6.898,4.7484,2.6694
5961800775951027200,263.60238227878256,-39.099140744866524,1.0883005934230325,-0.8929542390469487,-4.48947552736009,1.0222318,16.747375,1.3410473,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4606.7886,4.4852,-0.3638,1121.6783,0.2823,0.2177,0.1158
